"TemplateName","AutoEnrollmentFlag","EnrollmentFlag","IdentityReference","ActiveDirectoryRights","AccessControlType","ObjectTypeGUID","IsExplicitEnroll","IsExplicitAutoEnroll"
"Administrator",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Administrator",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Administrator",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Administrator",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Administrator",,,"ludus\Enterprise Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Root Certification Authority",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Root Certification Authority",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Root Certification Authority",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Root Certification Authority",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Root Certification Authority",,,"ludus\Enterprise Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"CA Exchange",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"CA Exchange",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"CA Exchange",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"CA Exchange",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"CA Exchange",,,"ludus\Enterprise Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"CEP Encryption",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"CEP Encryption",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"CEP Encryption",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"CEP Encryption",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"CEP Encryption",,,"ludus\Enterprise Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Authenticated Session",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Authenticated Session",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Authenticated Session",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Authenticated Session",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Authenticated Session",,,"ludus\Domain Users","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Authenticated Session",,,"ludus\Enterprise Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Code Signing",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Code Signing",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Code Signing",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Code Signing",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Code Signing",,,"ludus\Enterprise Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Cross Certification Authority",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Cross Certification Authority",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Cross Certification Authority",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Cross Certification Authority",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Cross Certification Authority",,,"ludus\Enterprise Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Trust List Signing",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Trust List Signing",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Trust List Signing",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Trust List Signing",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Trust List Signing",,,"ludus\Enterprise Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Directory Email Replication",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Directory Email Replication",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Directory Email Replication",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Directory Email Replication",,,"NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Directory Email Replication",,,"NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","ReadProperty, WriteProperty, ExtendedRight","Allow","a05b8cc2-17bc-4802-a710-e7c15ab866a2","False","True"
"Directory Email Replication",,,"ludus\Enterprise Read-only Domain Controllers","ReadProperty, ExtendedRight","Allow","a05b8cc2-17bc-4802-a710-e7c15ab866a2","False","True"
"Directory Email Replication",,,"ludus\Enterprise Read-only Domain Controllers","ReadProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Directory Email Replication",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Directory Email Replication",,,"ludus\Domain Controllers","ReadProperty, WriteProperty, ExtendedRight","Allow","a05b8cc2-17bc-4802-a710-e7c15ab866a2","False","True"
"Directory Email Replication",,,"ludus\Domain Controllers","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Directory Email Replication",,,"ludus\Enterprise Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Domain Controller",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Domain Controller",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Domain Controller",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Domain Controller",,,"NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Domain Controller",,,"ludus\Enterprise Read-only Domain Controllers","ReadProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Domain Controller",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Domain Controller",,,"ludus\Domain Controllers","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Domain Controller",,,"ludus\Enterprise Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Domain Controller Authentication",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Domain Controller Authentication",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Domain Controller Authentication",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Domain Controller Authentication",,,"NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Domain Controller Authentication",,,"NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","ReadProperty, WriteProperty, ExtendedRight","Allow","a05b8cc2-17bc-4802-a710-e7c15ab866a2","False","True"
"Domain Controller Authentication",,,"ludus\Enterprise Read-only Domain Controllers","ReadProperty, ExtendedRight","Allow","a05b8cc2-17bc-4802-a710-e7c15ab866a2","False","True"
"Domain Controller Authentication",,,"ludus\Enterprise Read-only Domain Controllers","ReadProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Domain Controller Authentication",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Domain Controller Authentication",,,"ludus\Domain Controllers","ReadProperty, WriteProperty, ExtendedRight","Allow","a05b8cc2-17bc-4802-a710-e7c15ab866a2","False","True"
"Domain Controller Authentication",,,"ludus\Domain Controllers","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Domain Controller Authentication",,,"ludus\Enterprise Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
"Basic EFS",,,"NT AUTHORITY\Authenticated Users","GenericRead","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Basic EFS",,,"ludus\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Basic EFS",,,"ludus\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Allow","00000000-0000-0000-0000-000000000000","False","False"
"Basic EFS",,,"ludus\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","Allow","0e10c968-78fb-11d2-90d4-00c04f79dc55","False","False"
